"surveyTargetID"	"surveyID"	"surveyTargetType"	"surveyTargetValue"	"includeOrExclude"	"isSurveyTargetFullyReported"
"P69.2A_taxon"	"P69.2A"	"taxon"	"Lepidoptera"	"include"	"false"
"P69.2B_taxon"	"P69.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P69.2B_taxon"	"P69.2B"	"taxon"	"Bombus"	"include"	"false"
"P69.2B_taxon"	"P69.2B"	"taxon"	"Apocrita"	"include"	"false"
"P76.1A_taxon"	"P76.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P76.1B_taxon"	"P76.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P76.2A_taxon"	"P76.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P8.2A_taxon"	"P8.2A"	"taxon"	"Coleoptera"	"include"	"false"
"P8.2B_taxon"	"P8.2B"	"taxon"	"Diptera"	"include"	"false"
"P8.2B_taxon"	"P8.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P80.1B_taxon"	"P80.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P80.1B_taxon"	"P80.1B"	"taxon"	"Apidae"	"include"	"false"
"P84.1B_taxon"	"P84.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P84.2A_taxon"	"P84.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P84.2A_taxon"	"P84.2A"	"taxon"	"Apoidea"	"include"	"false"
"P84.2A_taxon"	"P84.2A"	"taxon"	"Bombus"	"include"	"false"
"P84.2B_taxon"	"P84.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P84.2B_taxon"	"P84.2B"	"taxon"	"Apoidea"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Coccinellidae"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Propylea quatuordecimpunctata"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Heteroptera"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Bombus"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Pieris brassicae"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Pieris napi"	"include"	"false"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Vespula germanica"	"include"	"false"
"P86.1B_taxon"	"P86.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P86.1B_taxon"	"P86.1B"	"taxon"	"Heteroptera"	"include"	"false"
"P86.1B_taxon"	"P86.1B"	"taxon"	"Adalia bipunctata"	"include"	"false"
"P86.1B_taxon"	"P86.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P86.1B_taxon"	"P86.1B"	"taxon"	"Bombus"	"include"	"false"
"P86.2A_taxon"	"P86.2A"	"taxon"	"Neuroptera"	"include"	"false"
"P86.2A_taxon"	"P86.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P86.2A_taxon"	"P86.2A"	"taxon"	"Heteroptera"	"include"	"false"
"P86.2A_taxon"	"P86.2A"	"taxon"	"Diptera"	"include"	"false"
"P86.2B_taxon"	"P86.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P86.2B_taxon"	"P86.2B"	"taxon"	"Pieris brassicae"	"include"	"false"
"P86.2B_taxon"	"P86.2B"	"taxon"	"Apoidea"	"include"	"false"
"P89.1A_taxon"	"P89.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P89.1A_taxon"	"P89.1A"	"taxon"	"Apoidea"	"include"	"false"
"P89.1A_taxon"	"P89.1A"	"taxon"	"Apocrita"	"include"	"false"
"P89.2A_taxon"	"P89.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P89.2A_taxon"	"P89.2A"	"taxon"	"Vespidae"	"include"	"false"
"P89.2A_taxon"	"P89.2A"	"taxon"	"Diptera"	"include"	"false"
"P89.2B_taxon"	"P89.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P89.2B_taxon"	"P89.2B"	"taxon"	"Adalia bipunctata"	"include"	"false"
"P89.2B_taxon"	"P89.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P89.2B_taxon"	"P89.2B"	"taxon"	"Apocrita"	"include"	"false"
"P89.2B_taxon"	"P89.2B"	"taxon"	"Diptera"	"include"	"false"
"P9.1A_taxon"	"P9.1A"	"taxon"	"Aphidoidea"	"include"	"false"
"P9.2B_taxon"	"P9.2B"	"taxon"	"Apocrita"	"include"	"false"
"P9.2B_taxon"	"P9.2B"	"taxon"	"Bombus"	"include"	"false"
"P96.1A_taxon"	"P96.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P96.1A_taxon"	"P96.1A"	"taxon"	"Heteroptera"	"include"	"false"
"P96.1A_taxon"	"P96.1A"	"taxon"	"Cicadomorpha"	"include"	"false"
"P96.1A_taxon"	"P96.1A"	"taxon"	"Diptera"	"include"	"false"
"P96.1B_taxon"	"P96.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P96.1B_taxon"	"P96.1B"	"taxon"	"Diptera"	"include"	"false"
"P96.2A_taxon"	"P96.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P96.2A_taxon"	"P96.2A"	"taxon"	"Coccinellidae"	"include"	"false"
"P96.2A_taxon"	"P96.2A"	"taxon"	"Diptera"	"include"	"false"
"P96.2A_taxon"	"P96.2A"	"taxon"	"Apocrita"	"include"	"false"
"P96.2A_taxon"	"P96.2A"	"taxon"	"Staphylinidae"	"include"	"false"
"P96.2B_taxon"	"P96.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P98.2B_taxon"	"P98.2B"	"taxon"	"Bombus"	"include"	"false"
"P96.2B_taxon"	"P96.2B"	"taxon"	"Diptera"	"include"	"false"
"P96.2B_taxon"	"P96.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P113.2B_taxon"	"P113.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P114.1B_taxon"	"P114.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P138.2B_taxon"	"P138.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P138.2B_taxon"	"P138.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P138.2B_taxon"	"P138.2B"	"taxon"	"Diptera"	"include"	"false"
"P1.2B_taxon"	"P1.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P12.1B_taxon"	"P12.1B"	"taxon"	"Nematocera"	"include"	"false"
"P132.2B_taxon"	"P132.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P143.1B_taxon"	"P143.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P143.1B_taxon"	"P143.1B"	"taxon"	"Tipulidae"	"include"	"false"
"P148.1B_taxon"	"P148.1B"	"taxon"	"Anisoptera"	"include"	"false"
"P149.2B_taxon"	"P149.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P149.2B_taxon"	"P149.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P154.2B_taxon"	"P154.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P154.2B_taxon"	"P154.2B"	"taxon"	"Diptera"	"include"	"false"
"P154.2B_taxon"	"P154.2B"	"taxon"	"Apocrita"	"include"	"false"
"P154.2B_taxon"	"P154.2B"	"taxon"	"Apoidea"	"include"	"false"
"P155.1B_taxon"	"P155.1B"	"taxon"	"Coccinellidae"	"include"	"false"
"P155.1B_taxon"	"P155.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P155.1B_taxon"	"P155.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P155.1B_taxon"	"P155.1B"	"taxon"	"Dolichovespula sylvestris"	"include"	"false"
"P158.2B_taxon"	"P158.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P158.2B_taxon"	"P158.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P159.1B_taxon"	"P159.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P159.1B_taxon"	"P159.1B"	"taxon"	"Diptera"	"include"	"false"
"P159.1B_taxon"	"P159.1B"	"taxon"	"Apocrita"	"include"	"false"
"P17.1B_taxon"	"P17.1B"	"taxon"	"Tipulidae"	"include"	"false"
"P173.1B_taxon"	"P173.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P173.1B_taxon"	"P173.1B"	"taxon"	"Diptera"	"include"	"false"
"P175.2B_taxon"	"P175.2B"	"taxon"	"Cantharidae"	"include"	"false"
"P175.2B_taxon"	"P175.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P175.2B_taxon"	"P175.2B"	"taxon"	"Apoidea"	"include"	"false"
"P185.1B_taxon"	"P185.1B"	"taxon"	"Heteroptera"	"include"	"false"
"P185.1B_taxon"	"P185.1B"	"taxon"	"Subcoccinella vigintiquatuorpunctata"	"include"	"false"
"P185.1B_taxon"	"P185.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P187.2B_taxon"	"P187.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P187.2B_taxon"	"P187.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P187.2B_taxon"	"P187.2B"	"taxon"	"Diptera"	"include"	"false"
"P23.2B_taxon"	"P23.2B"	"taxon"	"Diptera"	"include"	"false"
"P23.2B_taxon"	"P23.2B"	"taxon"	"Apocrita"	"include"	"false"
"P24.2B_taxon"	"P24.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P24.2B_taxon"	"P24.2B"	"taxon"	"Cantharidae"	"include"	"false"
"P24.2B_taxon"	"P24.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P24.2B_taxon"	"P24.2B"	"taxon"	"Apocrita"	"include"	"false"
"P50.1B_taxon"	"P50.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P50.1B_taxon"	"P50.1B"	"taxon"	"Apocrita"	"include"	"false"
"P51.1B_taxon"	"P51.1B"	"taxon"	"Coccinellidae"	"include"	"false"
"P51.1B_taxon"	"P51.1B"	"taxon"	"Subcoccinella vigintiquatuorpunctata"	"include"	"false"
"P51.1B_taxon"	"P51.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P51.1B_taxon"	"P51.1B"	"taxon"	"Bombus"	"include"	"false"
"P51.1B_taxon"	"P51.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P51.1B_taxon"	"P51.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P51.1B_taxon"	"P51.1B"	"taxon"	"Diptera"	"include"	"false"
"P54.1B_taxon"	"P54.1B"	"taxon"	"Coccinellidae"	"include"	"false"
"P54.1B_taxon"	"P54.1B"	"taxon"	"Calliphoridae"	"include"	"false"
"P54.1B_taxon"	"P54.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P58.1B_taxon"	"P58.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P58.1B_taxon"	"P58.1B"	"taxon"	"Apoidea"	"include"	"false"
"P60.1B_taxon"	"P60.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P60.1B_taxon"	"P60.1B"	"taxon"	"Coccinellidae"	"include"	"false"
"P60.1B_taxon"	"P60.1B"	"taxon"	"Apoidea"	"include"	"false"
"P60.2B_taxon"	"P60.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P60.2B_taxon"	"P60.2B"	"taxon"	"Coccinella septempunctata"	"include"	"false"
"P60.2B_taxon"	"P60.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P61.1B_taxon"	"P61.1B"	"taxon"	"Apoidea"	"include"	"false"
"P61.1B_taxon"	"P61.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P69.1B_taxon"	"P69.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P7.1B_taxon"	"P7.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P72.2B_taxon"	"P72.2B"	"taxon"	"Aglais urticae"	"include"	"false"
"P8.2B_taxon"	"P8.2B"	"taxon"	"Apocrita"	"include"	"false"
"P89.1B_taxon"	"P89.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P91.1B_taxon"	"P91.1B"	"taxon"	"Diptera"	"include"	"false"
"P98.1B_taxon"	"P98.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P98.1B_taxon"	"P98.1B"	"taxon"	"Apidae"	"include"	"false"
"P98.1B_taxon"	"P98.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P118.1B_taxon"	"P118.1B"	"taxon"	"Diptera"	"include"	"false"
"P188.1B_taxon"	"P188.1B"	"taxon"	"Apocrita"	"include"	"false"
"P121.1B_taxon"	"P121.1B"	"taxon"	"Vespula Vulgaris"	"include"	"false"
"P130.2B_taxon"	"P130.2B"	"taxon"	"Cantharidae"	"include"	"false"
"P130.2B_taxon"	"P130.2B"	"taxon"	"Diptera"	"include"	"false"
"P130.2B_taxon"	"P130.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P142.2B_taxon"	"P142.2B"	"taxon"	"Lepidoptera"	"include"	"false"
"P144.2B_taxon"	"P144.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P144.2B_taxon"	"P144.2B"	"taxon"	"Calliphoridae"	"include"	"false"
"P144.2B_taxon"	"P144.2B"	"taxon"	"Tabanidae"	"include"	"false"
"P162.2B_taxon"	"P162.2B"	"taxon"	"Diptera"	"include"	"false"
"P168.2B_taxon"	"P168.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P168.2B_taxon"	"P168.2B"	"taxon"	"Curculionidae"	"include"	"false"
"P168.2B_taxon"	"P168.2B"	"taxon"	"Apoidea"	"include"	"false"
"P168.2B_taxon"	"P168.2B"	"taxon"	"Vespula Germanica"	"include"	"false"
"P168.2B_taxon"	"P168.2B"	"taxon"	"Eristalis tenax"	"include"	"false"
"P172.1B_taxon"	"P172.1B"	"taxon"	"Lepidoptera"	"include"	"false"
"P172.1B_taxon"	"P172.1B"	"taxon"	"Apoidea"	"include"	"false"
"P172.1B_taxon"	"P172.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P172.1B_taxon"	"P172.1B"	"taxon"	"Tabanidae"	"include"	"false"
"P180.1B_taxon"	"P180.1B"	"taxon"	"Apoidea"	"include"	"false"
"P22.2B_taxon"	"P22.2B"	"taxon"	"Cantharidae"	"include"	"false"
"P22.2B_taxon"	"P22.2B"	"taxon"	"Lepidoptera"	"include"	"false"
"P22.2B_taxon"	"P22.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P22.2B_taxon"	"P22.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P22.2B_taxon"	"P22.2B"	"taxon"	"Diptera"	"include"	"false"
"P22.2B_taxon"	"P22.2B"	"taxon"	"Anisoptera"	"include"	"false"
"P25.2B_taxon"	"P25.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P25.2B_taxon"	"P25.2B"	"taxon"	"Tipulidae"	"include"	"false"
"P25.2B_taxon"	"P25.2B"	"taxon"	"Psyllobora vigintiduopunctata"	"include"	"false"
"P25.2B_taxon"	"P25.2B"	"taxon"	"Cantharidae"	"include"	"false"
"P25.2B_taxon"	"P25.2B"	"taxon"	"Apocrita"	"include"	"false"
"P27.1B_taxon"	"P27.1B"	"taxon"	"Apocrita"	"include"	"false"
"P30.2B_taxon"	"P30.2B"	"taxon"	"Apocrita"	"include"	"false"
"P35.2B_taxon"	"P35.2B"	"taxon"	"Lepidoptera"	"include"	"false"
"P4.1B_taxon"	"P4.1B"	"taxon"	"Heteroptera"	"include"	"false"
"P4.1B_taxon"	"P4.1B"	"taxon"	"Eristalis tenax"	"include"	"false"
"P4.1B_taxon"	"P4.1B"	"taxon"	"Lepidoptera"	"include"	"false"
"P4.1B_taxon"	"P4.1B"	"taxon"	"Apocrita"	"include"	"false"
"P4.1B_taxon"	"P4.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P4.1B_taxon"	"P4.1B"	"taxon"	"Diptera"	"include"	"false"
"P4.1B_taxon"	"P4.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P172.1B_taxon"	"P172.1B"	"taxon"	"Diptera"	"include"	"false"
"P4.2B_taxon"	"P4.2B"	"taxon"	"Diptera"	"include"	"false"
"P4.2B_taxon"	"P4.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P4.2B_taxon"	"P4.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P49.2B_taxon"	"P49.2B"	"taxon"	"Psyllobora vigintiduopunctata"	"include"	"false"
"P49.2B_taxon"	"P49.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P49.2B_taxon"	"P49.2B"	"taxon"	"Apocrita"	"include"	"false"
"P67.2B_taxon"	"P67.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P70.2B_taxon"	"P70.2B"	"taxon"	"Dermaptera"	"include"	"false"
"P70.2B_taxon"	"P70.2B"	"taxon"	"Chrysididae"	"include"	"false"
"P77.2B_taxon"	"P77.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P78.2B_taxon"	"P78.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P80.2B_taxon"	"P80.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P83.1B_taxon"	"P83.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P83.1B_taxon"	"P83.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P83.2B_taxon"	"P83.2B"	"taxon"	"Apoidea"	"include"	"false"
"P85.1B_taxon"	"P85.1B"	"taxon"	"Diptera"	"include"	"false"
"P116.1B_taxon"	"P116.1B"	"taxon"	"Cantharidae"	"include"	"false"
"P116.1B_taxon"	"P116.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P116.1B_taxon"	"P116.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P116.1B_taxon"	"P116.1B"	"taxon"	"Diptera"	"include"	"false"
"P116.1B_taxon"	"P116.1B"	"taxon"	"Lepidoptera"	"include"	"false"
"P134.1B_taxon"	"P134.1B"	"taxon"	"Diptera"	"include"	"false"
"P16.2B_taxon"	"P16.2B"	"taxon"	"Culicidae"	"include"	"false"
"P16.2B_taxon"	"P16.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P16.2B_taxon"	"P16.2B"	"taxon"	"Apoidea"	"include"	"false"
"P16.2B_taxon"	"P16.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P164.2B_taxon"	"P164.2B"	"taxon"	"Apoidea"	"include"	"false"
"P25.1B_taxon"	"P25.1B"	"taxon"	"Apocrita"	"include"	"false"
"P28.1B_taxon"	"P28.1B"	"taxon"	"Lepidoptera"	"include"	"false"
"P28.1B_taxon"	"P28.1B"	"taxon"	"Pieris rapae"	"include"	"false"
"P28.1B_taxon"	"P28.1B"	"taxon"	"Pieris napi"	"include"	"false"
"P105.1A_taxon"	"P105.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P105.1A_taxon"	"P105.1A"	"taxon"	"Cicadomorpha"	"include"	"false"
"P105.1A_taxon"	"P105.1A"	"taxon"	"Bombus"	"include"	"false"
"P105.1A_taxon"	"P105.1A"	"taxon"	"Diptera"	"include"	"false"
"P105.1B_taxon"	"P105.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P105.1B_taxon"	"P105.1B"	"taxon"	"Coccinellidae"	"include"	"false"
"P105.1B_taxon"	"P105.1B"	"taxon"	"Pararge aegeria"	"include"	"false"
"P105.1B_taxon"	"P105.1B"	"taxon"	"Bombus"	"include"	"false"
"P40.1B_taxon"	"P40.1B"	"taxon"	"Culicidae"	"include"	"false"
"P40.1B_taxon"	"P40.1B"	"taxon"	"Lepidoptera"	"include"	"false"
"P40.1B_taxon"	"P40.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P40.1B_taxon"	"P40.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P40.1B_taxon"	"P40.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P42.2B_taxon"	"P42.2B"	"taxon"	"Cantharidae"	"include"	"false"
"P42.2B_taxon"	"P42.2B"	"taxon"	"Bombus"	"include"	"false"
"P42.2B_taxon"	"P42.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P42.2B_taxon"	"P42.2B"	"taxon"	"Lepidoptera"	"include"	"false"
"P47.2B_taxon"	"P47.2B"	"taxon"	"Culicidae"	"include"	"false"
"P47.2B_taxon"	"P47.2B"	"taxon"	"Syrphidae"	"include"	"false"
"P39.1B_taxon"	"P39.1B"	"taxon"	"Diptera"	"include"	"false"
"P39.1B_taxon"	"P39.1B"	"taxon"	"Syrphidae"	"include"	"false"
"P39.1B_taxon"	"P39.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P110.1A_taxon"	"P110.1A"	"taxon"	"Cicadomorpha"	"include"	"false"
"P112.1A_taxon"	"P112.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P112.1A_taxon"	"P112.1A"	"taxon"	"Diptera"	"include"	"false"
"P112.1A_taxon"	"P112.1A"	"taxon"	"Apocrita"	"include"	"false"
"P112.1A_taxon"	"P112.1A"	"taxon"	"Sarcophagidae"	"include"	"false"
"P112.1A_taxon"	"P112.1A"	"taxon"	"Lepidoptera"	"include"	"false"
"P112.2A_taxon"	"P112.2A"	"taxon"	"Lepidoptera"	"include"	"false"
"P112.2A_taxon"	"P112.2A"	"taxon"	"Diptera"	"include"	"false"
"P112.2A_taxon"	"P112.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P114.1A_taxon"	"P114.1A"	"taxon"	"Coccinellidae"	"include"	"false"
"P114.1A_taxon"	"P114.1A"	"taxon"	"Lepidoptera"	"include"	"false"
"P114.1A_taxon"	"P114.1A"	"taxon"	"Staphylinidae"	"include"	"false"
"P114.1A_taxon"	"P114.1A"	"taxon"	"Diptera"	"include"	"false"
"P114.1A_taxon"	"P114.1A"	"taxon"	"Dolichovespula sylvestris"	"include"	"false"
"P149.2A_taxon"	"P149.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P155.1A_taxon"	"P155.1A"	"taxon"	"Coccinella septempunctata"	"include"	"false"
"P155.1A_taxon"	"P155.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P158.1A_taxon"	"P158.1A"	"taxon"	"Coccinella septempunctata"	"include"	"false"
"P158.1A_taxon"	"P158.1A"	"taxon"	"Psyllobora vigintiduopunctata"	"include"	"false"
"P158.1A_taxon"	"P158.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P158.1A_taxon"	"P158.1A"	"taxon"	"Bombus"	"include"	"false"
"P17.1A_taxon"	"P17.1A"	"taxon"	"Staphylinidae"	"include"	"false"
"P180.1A_taxon"	"P180.1A"	"taxon"	"Apoidea"	"include"	"false"
"P180.1A_taxon"	"P180.1A"	"taxon"	"Staphylinidae"	"include"	"false"
"P180.1A_taxon"	"P180.1A"	"taxon"	"Zygoptera"	"include"	"false"
"P187.2A_taxon"	"P187.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P187.2A_taxon"	"P187.2A"	"taxon"	"Pieris rapae"	"include"	"false"
"P187.2A_taxon"	"P187.2A"	"taxon"	"Cantharidae"	"include"	"false"
"P187.2A_taxon"	"P187.2A"	"taxon"	"Diptera"	"include"	"false"
"P187.2A_taxon"	"P187.2A"	"taxon"	"coccinellidae"	"include"	"false"
"P24.2A_taxon"	"P24.2A"	"taxon"	"Coccinellidae"	"include"	"false"
"P24.2A_taxon"	"P24.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P24.2A_taxon"	"P24.2A"	"taxon"	"Diptera"	"include"	"false"
"P24.2A_taxon"	"P24.2A"	"taxon"	"Oiceoptoma thoracicum"	"include"	"false"
"P29.2A_taxon"	"P29.2A"	"taxon"	"Cassida flaveola"	"include"	"false"
"P29.2A_taxon"	"P29.2A"	"taxon"	"Sarcophagidae"	"include"	"false"
"P29.2A_taxon"	"P29.2A"	"taxon"	"Orthoptera"	"include"	"false"
"P29.2A_taxon"	"P29.2A"	"taxon"	"Apocrita"	"include"	"false"
"P42.2A_taxon"	"P42.2A"	"taxon"	"Dolichovespula sylvestris"	"include"	"false"
"P51.1A_taxon"	"P51.1A"	"taxon"	"larve"	"include"	"false"
"P51.1A_taxon"	"P51.1A"	"taxon"	"Lepidoptera"	"include"	"false"
"P51.1A_taxon"	"P51.1A"	"taxon"	"Staphylinidae"	"include"	"false"
"P51.2A_taxon"	"P51.2A"	"taxon"	"Propylea quatuordecimpunctata"	"include"	"false"
"P51.2A_taxon"	"P51.2A"	"taxon"	"Coccinella septempunctata"	"include"	"false"
"P51.2A_taxon"	"P51.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P51.2A_taxon"	"P51.2A"	"taxon"	"Apoidea"	"include"	"false"
"P51.2A_taxon"	"P51.2A"	"taxon"	"Staphylinidae"	"include"	"false"
"P51.2A_taxon"	"P51.2A"	"taxon"	"Pieris rapae"	"include"	"false"
"P51.2A_taxon"	"P51.2A"	"taxon"	"Pieris napi"	"include"	"false"
"P60.1A_taxon"	"P60.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P60.1A_taxon"	"P60.1A"	"taxon"	"Coccinella septempunctata"	"include"	"false"
"P60.1A_taxon"	"P60.1A"	"taxon"	"Calliphoridae"	"include"	"false"
"P60.1A_taxon"	"P60.1A"	"taxon"	"Apoidea"	"include"	"false"
"P60.1A_taxon"	"P60.1A"	"taxon"	"Diptera"	"include"	"false"
"P65.2A_taxon"	"P65.2A"	"taxon"	"Dolichovespula sylvestris"	"include"	"false"
"P69.1A_taxon"	"P69.1A"	"taxon"	"Apoidea"	"include"	"false"
"P87.2A_taxon"	"P87.2A"	"taxon"	"Culicidae"	"include"	"false"
"P103.1A_taxon"	"P103.1A"	"taxon"	"Apocrita"	"include"	"false"
"P103.1A_taxon"	"P103.1A"	"taxon"	"Staphylinidae"	"include"	"false"
"P12.1A_taxon"	"P12.1A"	"taxon"	"Cantharidae"	"include"	"false"
"P12.1A_taxon"	"P12.1A"	"taxon"	"Syrphidae"	"include"	"false"
"P12.1A_taxon"	"P12.1A"	"taxon"	"Bombus"	"include"	"false"
"P12.1A_taxon"	"P12.1A"	"taxon"	"Staphylinidae"	"include"	"false"
"P162.2A_taxon"	"P162.2A"	"taxon"	"Tipulidae"	"include"	"false"
"P162.2A_taxon"	"P162.2A"	"taxon"	"Syrphidae"	"include"	"false"
"P162.2A_taxon"	"P162.2A"	"taxon"	"Staphylinidae"	"include"	"false"
"P162.2A_taxon"	"P162.2A"	"taxon"	"Symphyta"	"include"	"false"
"P162.2A_taxon"	"P162.2A"	"taxon"	"Apocrita"	"include"	"false"
"P172.1A_taxon"	"P172.1A"	"taxon"	"Symphyta"	"include"	"false"
"P172.1A_taxon"	"P172.1A"	"taxon"	"Apocrita"	"include"	"false"
"P37.1A_taxon"	"P37.1A"	"taxon"	"Apoidea"	"include"	"false"
"P4.1A_taxon"	"P4.1A"	"taxon"	"Diptera"	"include"	"false"
"P4.1A_taxon"	"P4.1A"	"taxon"	"Coleoptera"	"include"	"false"
"P4.1A_taxon"	"P4.1A"	"taxon"	"Cantharidae"	"include"	"false"
"P4.1A_taxon"	"P4.1A"	"taxon"	"Apoidea"	"include"	"false"
"P4.1A_taxon"	"P4.1A"	"taxon"	"Elateridae"	"include"	"false"
"P40.2A_taxon"	"P40.2A"	"taxon"	"Symphyta"	"include"	"false"
"P40.2A_taxon"	"P40.2A"	"taxon"	"Apoidea"	"include"	"false"
"P40.2A_taxon"	"P40.2A"	"taxon"	"Calliphoridae"	"include"	"false"
"P40.2A_taxon"	"P40.2A"	"taxon"	"Staphylinidae"	"include"	"false"
"P49.1A_taxon"	"P49.1A"	"taxon"	"Apoidea"	"include"	"false"
"P49.2A_taxon"	"P49.2A"	"taxon"	"Staphylinidae"	"include"	"false"
"P49.2A_taxon"	"P49.2A"	"taxon"	"Lepidoptera"	"include"	"false"
"P185.1A_taxon"	"P185.1A"	"taxon"	"Odonata"	"include"	"false"
