assertionID	occurrenceID	verbatimAssertionType	assertionType	assertionTypeIRI	assertionTypeVocabulary	assertionMadeDate	assertionEffectiveDate	assertionValue	assertionValueIRI	assertionValueVocabulary	assertionValueNumeric	assertionUnit	assertionUnitIRI	assertionUnitVocabulary	assertionBy	assertionByID	assertionProtocols	assertionProtocolID	assertionReferences	assertionRemarks
b737a054-445e-4f77-81cd-5c82b6022301	155b52af-189b-4320-a6e8-69de2112a810		Length of the specimen								121	millimeter								
33bd53fe-7d8b-44e5-8112-366368d53508	c5a62467-494b-4571-bd8a-3402d0c2ecfa		Length of the specimen								102	millimeter								
6880aa14-69d4-4e58-91e8-5e2b14c89952	120f5e9f-1d0e-4fe0-8ff0-07dbeb652cfb		Length of the specimen								116	millimeter								
b4b168fb-1123-4d3e-b2c1-9dfd4aeba132	fdf068ab-5743-4105-8f06-24b06d11368a		Length of the specimen								96	millimeter								
98262f85-d1ab-483f-91e6-0b9df4085c42	3f682483-9b82-4a3d-b198-2389579485f6		Length of the specimen								112	millimeter								
f793830b-51ac-4468-b967-3fbbc18793a1	917f70bb-c487-4b5d-a09a-e9c1fa910949		Length of the specimen								90	millimeter								
984fb830-8a0b-4a88-a6a9-d64400e6bb40	2b7c56b5-5dea-4b88-8797-ae692c7760e3		Length of the specimen								106	millimeter								
1d2ed07d-7821-449c-96ea-ccaf4a3b9e97	c802a776-d1b5-431f-bfcc-40ee6608ac08		Length of the specimen								205	millimeter								
99432793-3158-445c-9b12-a24164e929d9	ff4b4492-2e57-48d5-b941-33ada4863939		Length of the specimen								228	millimeter								
1f7f436a-d724-4269-bbcb-6907cfc63564	2aa28faa-ff62-4f54-b2b2-2cc521afeff7		Length of the specimen								196	millimeter								
4e8ed04f-cd79-41f5-a1d5-52144528a4a3	890e8552-a038-47f7-8454-4005521d8be7		Length of the specimen								87	millimeter								
a71cd993-52df-4eb7-bc12-7bc886608c6f	67277e43-41bd-4187-9739-dd557ed367e0		Length of the specimen								100	millimeter								
fc2dc2dd-e290-4455-b8de-ccaef8cb8149	dccfab68-853e-4503-8ef0-91a33fc8373a		Length of the specimen								199	millimeter								
67de2dd2-2b50-4cba-8430-8724fe3615bf	ac5945e8-2c48-41a1-a4d1-63d48737018f		Length of the specimen								205	millimeter								
98d67b6a-affa-4546-a7f6-74e487424c08	b1d6df16-9530-4518-9e5c-83394edc5d85		Length of the specimen								110	millimeter								
253d2f7c-55c3-44b2-8feb-54d08a6109c9	e6334baf-67d9-4ddc-813b-1d90bdc056d0		Length of the specimen								114	millimeter								
32942fc1-99ed-467a-8a95-ab38389e1d98	6eddaad7-42dd-4fec-affb-1900a5c39724		Length of the specimen								110	millimeter								
c7e7a8f9-c6e9-4459-b106-17667019efc8	11f512c7-5ce9-46ae-9fa0-c21b3324c0d2		Length of the specimen								117	millimeter								
0a4e2fb8-326e-4784-af8c-3532aab3476e	2ba4b8a7-b48b-4a9c-844f-580de7a5d47a		Length of the specimen								210	millimeter								
14ac0728-7b42-4e52-99b2-c6911164cade	aacf4e05-143d-496c-ac3c-1f1d582fe817		Length of the specimen								192	millimeter								
a07734db-a2d0-4930-9615-127579b2eda5	c53eac90-a840-474b-b79a-3ea8d22e915c		Length of the specimen								144	millimeter								
ba753066-6d4a-4418-bf18-3b6390324b9a	212d4c5c-94c7-4ee2-a79a-3996c1a98933		Length of the specimen								112	millimeter								
70f4565f-6599-4d98-8a83-0db3b69d3f85	81ae9e4c-84ab-44d6-a2f4-0b11b3248429		Length of the specimen								126	millimeter								
a6e8a332-db74-4162-aff2-64ef6f1bfd1f	f38e5199-074b-4113-88c4-fa7644e92c90		Length of the specimen								210	millimeter								
be350974-7b67-4634-b833-043fe78dc683	1f55d040-caf9-420d-8efd-8473eff2a736		Length of the specimen								121	millimeter								
a14f7a63-ce8b-46c8-ad50-53549fae5082	241fa988-9749-4ec1-8485-33659c4b4b59		Length of the specimen								215	millimeter								
2ef18542-4062-4f94-84a5-318384cdbd5b	a7a88f6b-0925-4f9d-839e-b8f5564ed132		Length of the specimen								105	millimeter								
0ad03f20-0100-45a5-b189-16353260549b	c2954040-4df4-4382-8fdf-31629d564b90		Length of the specimen								145	millimeter								
322130a8-b396-4acf-a052-e97317e57ca6	08adc40a-78ea-4cab-8d6b-f7a5d53e83c0		Length of the specimen								95	millimeter								
87587446-e4b1-4ee2-8644-93d656b6de6b	c63035ec-ccca-459a-b2db-50cb0e5d5c42		Length of the specimen								92	millimeter								
ef0ffa14-f0c0-433f-a629-7e0dc50efd34	bbd3739a-9a94-4249-8963-e62bd38c5c74		Length of the specimen								95	millimeter								
566076e5-1af1-4c53-8176-ff320bebe7d4	501382f0-f474-427d-a8cb-b160b8edc5d4		Length of the specimen								118	millimeter								
18ef9248-6d48-43fa-a2b4-4690cf40cdab	23979ffe-ecef-4846-b9fd-e4f1db95a169		Length of the specimen								30	millimeter								
4a6643de-7373-4b4e-b73a-2055d4e8972b	893fb473-63e9-4763-ba56-64fd3f15c522		Length of the specimen								121	millimeter								
941ad3ad-e5c3-4211-95d2-80cf2f97e00e	ca6fe698-1c7c-4a13-bb24-17dc7afe0ed9		Length of the specimen								200	millimeter								
9275c274-e851-4d9b-a9eb-9810e109366d	72e97fc1-795b-4e09-bf53-acf9147dc76b		Length of the specimen								90	millimeter								
c71f13ff-a18a-4b76-89c1-78cd6d1ad951	d4abba4d-d16e-49ed-84fb-a8176e5ee101		Length of the specimen								94	millimeter								
83d00865-6e78-47e2-863e-e6a4044f3ba7	6a4a5c6a-a35f-4c56-ae3c-2beba2f967c7		Length of the specimen								105	millimeter								
ed1a44f7-8771-465c-80a0-6b487879aadf	833959bd-35c7-43b4-92e0-f05b45dff769		Length of the specimen								118	millimeter								
4a391991-3389-40e9-8370-589970d5a9be	799945c6-d6bf-4012-a9b8-b76e0331a4fc		Length of the specimen								151	millimeter								
bc598930-c061-48af-9a93-7d40fccc2bb2	1512982e-edd2-4054-a5ed-b563a8e18955		Length of the specimen								145	millimeter								
4f32f1de-86a1-42e2-bbeb-535b3d8b8e61	85d5bac7-6d58-458e-beee-224e97923035		Length of the specimen								103	millimeter								
7fa919f8-0b5a-455d-bacf-9961f9f96350	9e3ded51-e603-40fe-a545-45d46263c6d3		Length of the specimen								109	millimeter								
f41042de-6fb5-4c4c-af1e-ebff9ed54660	5075ccc0-7070-428b-a73b-3e1b405999a3		Length of the specimen								98	millimeter								
237ed148-cf72-40b8-8e62-ce568896882b	dc5e8133-a155-4b96-bfe9-b013cdda2098		Length of the specimen								118	millimeter								
3f49184c-d219-47f1-a8fa-7b654b905f66	2805459b-3aa2-4e27-87d7-23abd0fd2c32		Length of the specimen								128	millimeter								
7add2270-effe-4f8a-9cd4-1d239a0a3c37	1894b001-2755-4814-9c53-8544c0a16fba		Length of the specimen								121	millimeter								
41f0101a-cbd7-4a84-a856-7b221dda1a1b	d3f7159e-fb64-4b8b-bab7-d8ee5346d021		Length of the specimen								102	millimeter								
89b80cab-ed6c-473a-aa48-77e5b4e609dc	1df71af5-7893-426a-b0e6-a5a3404b7b36		Length of the specimen								30	millimeter								
ef1370eb-6faf-4ac5-b289-767942fb8f11	a2a011cf-6456-497b-8494-9999e7827b4b		Length of the specimen								32	millimeter								
fd178431-1cb5-44a8-84a4-6d372ce2f04b	a969d991-b6b6-494a-af2c-7f1f50850e8c		Length of the specimen								28	millimeter								
a92c5fca-6f34-4a4d-afc6-e01ce86d882b	71b16929-3505-4a28-a084-f5351ca1c2ee		Length of the specimen								129	millimeter								
c60a8a10-bcee-45dd-b810-f0a48c6f1fd9	e946205f-edc0-4e8d-a65f-75fde65c372c		Length of the specimen								89	millimeter								
e4fd5fd0-e00b-47f0-af97-48f3320d7f81	4e455e8a-7eb7-4091-9cd2-6be0912f3aa4		Length of the specimen								25	millimeter								
bdff4087-47a0-4512-ab51-0a51577eb876	9f69603d-c607-44da-8ffa-8bf7ef5ac8d7		Length of the specimen								24	millimeter								
a8d4febb-41db-43d1-a8db-b888d582e9b7	ecb615dd-75c8-4820-8379-81d3daecfc26		Length of the specimen								29	millimeter								
e34e3e50-76c1-4581-9eed-56efc2f098e2	aa9673ce-f816-4f69-92aa-0a9178fd9c8c		Length of the specimen								103	millimeter								
857e3083-1ac9-40e9-91d7-72dbf0d01f53	8313b8f2-b15d-4ec6-a19b-ec1fb0df0c3b		Length of the specimen								31	millimeter								
30939b87-7b38-4292-b87d-85588c3ea077	92b63168-3b09-475d-8513-e0dca0a835df		Length of the specimen								34	millimeter								
a3346a69-229a-4d11-a507-e7c3b51973e8	3b7eeec5-afa2-4874-a393-de16d50f3065		Length of the specimen								117	millimeter								
b2be06b3-5926-4b36-baf3-267c47e599b4	010d6651-28bb-4ec9-bf5f-9aa63477ef87		Length of the specimen								26	millimeter								
52fe0590-b562-4742-834a-a063f3ae6454	43059af8-c12f-40ca-9ec8-7fa3a8af5003		Length of the specimen								31	millimeter								
8edb7b8b-4898-4139-bde2-857383b9ac5a	a25d3b3d-c040-4432-a610-8cc6bc7fec39		Length of the specimen								28	millimeter								
a1458d08-4a11-46d4-b08a-63b3204e7684	41962ace-b591-4131-8a34-c66c37c67e1b		Length of the specimen								33	millimeter								
64b3b181-4cb0-406a-ab3a-18b9bec0c0aa	e9a57ee8-9b55-40dc-bb62-def5c283215a		Length of the specimen								29	millimeter								
39aad495-b902-4b6a-91a1-6dc67bb4e1d7	c6a669ba-81ec-4eed-851e-588d6f0515af		Length of the specimen								123	millimeter								
8eabd645-138b-4345-b6da-6da3ec936e29	7771a638-38a4-4a3d-8c9d-e9310a537ef8		Length of the specimen								191	millimeter								
3aa37f33-563d-4344-82d2-7a2fe155d8b0	5e5d5b31-b0f2-43e0-b439-b5fc01c32fcc		Length of the specimen								242	millimeter								
c6a16a07-99f0-4747-825f-dae24c5397a7	4f30ea80-cd7f-4508-9771-484c2ac19b45		Length of the specimen								108	millimeter								
8c96427e-328d-4631-b650-15764e53cfd4	f778ae58-a900-4061-ba92-d956c53d3d9f		Length of the specimen								109	millimeter								
7efce130-0af7-40bf-80a5-e0b989348a6d	bd39f601-a9dc-4d45-81d0-07decf295938		Length of the specimen								24	millimeter								
a597ce95-b108-4e6e-83ee-1515cce4649b	882a2a29-2ff3-4dae-a57e-594317228273		Length of the specimen								114	millimeter								
613bfef1-54d9-48cd-a3ec-d7b89bef05d1	eb428a8a-2b4d-4fff-a98f-da2bb6f1fdf8		Length of the specimen								91	millimeter								
4dc04a7b-d6fd-4ea3-b6ad-e199a5f51b6c	51f3376f-4766-4d0a-ad4a-f25480467f2b		Length of the specimen								147	millimeter								
e49688ef-dfcc-4f03-bd13-cca111b7a35b	388fb6b4-5c09-4b59-8ead-cc42f0aeeaf5		Length of the specimen								137	millimeter								
7b8872db-c9c4-422a-97dd-2a769abc8f52	468ac465-9f71-4133-9d77-90d875816ce3		Length of the specimen								197	millimeter								
f2dc5b9e-518f-4571-91e4-4c335c0cc907	304273ab-b150-41fb-9b31-114b0a102645		Length of the specimen								99	millimeter								
d917be5d-f27e-4b2e-a174-597a7c33b9ef	7d52850c-593b-4ba3-b2a8-a23817860654		Length of the specimen								129	millimeter								
67299208-1503-445e-ab69-cf86d1d7fb4d	c1f43ae6-5471-4da2-8838-c936062b1ec9		Length of the specimen								188	millimeter								
e9b70878-2b4c-4eec-9135-7d1f8a0b7ca8	824b5ffc-1c55-4b42-8a44-96ff481335e9		Length of the specimen								95	millimeter								
ef7e2bc9-16e2-4b5a-92f0-423cc676e428	1a1db9fe-4b27-4995-aa50-15f210580d5c		Length of the specimen								187	millimeter								
e8bb1088-a670-4f5d-8368-0d7dde8727b9	9066e8dd-106d-4156-aceb-f81472dadad1		Length of the specimen								214	millimeter								
18edb974-4ab9-414e-b4b3-83936104d121	e766496b-cc3b-4ef8-839b-462fed14897e		Length of the specimen								93	millimeter								
154f31dd-11c4-428b-9b3a-e8765284d4ea	8c9a5e11-f155-4920-b5d5-77f5df304ea5		Length of the specimen								210	millimeter								
e1e1a471-d3c1-48a3-a657-3a735768abce	1e7e8da4-62c8-4b27-9039-846d5647d863		Length of the specimen								29	millimeter								
1ecac09d-c972-4def-a49d-d16e3c03a3a1	a92ddb06-65e5-4964-9f61-444f0fb886f7		Length of the specimen								109	millimeter								
300d41fa-070d-426d-a272-56df44304203	36db3fa9-96d5-4fa2-bddb-ea02e36f9be6		Length of the specimen								193	millimeter								
20103a64-5173-425a-96b9-c9932edae08d	634987c5-6ade-4861-8560-bc837ff7a1bf		Length of the specimen								117	millimeter								
eca6a16c-1699-4b79-82a9-bd70c5fe6205	a805f94f-1b7f-40d4-8763-a986c205fef6		Length of the specimen								215	millimeter								
4feae912-35f7-493c-8286-34cba48cbbe5	b37d9c32-9544-402b-ae52-b8bdd5aad023		Length of the specimen								93	millimeter								
37d8305b-9909-46d5-a236-f2c733011a80	0454aa13-93c1-41c4-9f4f-6d96420d7b25		Length of the specimen								145	millimeter								
b5a9bedf-4638-444d-9aaa-c2e3200f4487	8e2eb8d2-d1ad-466a-99ef-53fc50eba49e		Length of the specimen								35	millimeter								
a7a3826b-96fa-4afa-8c47-c5b3690ca854	e7bdc979-04d3-4272-8cc3-4315429b1f62		Length of the specimen								196	millimeter								
592eecac-7f52-4359-a818-7f7cd05ae84a	ea086303-6b48-43ae-9de2-004e8337a5de		Length of the specimen								96	millimeter								
716abbb1-fc28-41c3-a5ee-fe5ead089738	a69b5249-4edf-4110-bb9f-32ff2f7a65d7		Length of the specimen								123	millimeter								
2b0c3cea-a4fd-43ca-89c2-f4e7b91c7e0b	0c0d1d7e-9dd5-4758-9ca1-a2bc35fee5f7		Length of the specimen								215	millimeter								
a548f952-ecc9-49f2-9982-6656ba040524	8dde8850-db64-4b47-aba4-2b671b04fd5b		Length of the specimen								116	millimeter								
3ab562b6-4213-45c5-bb9e-61c1e41d0caa	2751c1b1-4048-4e2d-a54c-ca27fe2cf61f		Length of the specimen								42	millimeter								
88797535-c389-4273-a587-ec72c90393f9	8066f413-6eb9-4b69-a356-d92662fc4133		Length of the specimen								125	millimeter								
dad41d5e-448a-43b1-a67e-5d1b8775e21e	14164697-b6fb-4720-9628-1cec474ada07		Length of the specimen								226	millimeter								
25f301cb-a2b0-4914-8b76-194028856518	32bb32e5-9112-44d4-aefc-9fdec5e4e3dc		Length of the specimen								135	millimeter								
09d2df21-58f4-44bf-b11a-eb59a6235b38	5cffa605-fc42-441b-b275-f3f5b0eb4030		Length of the specimen								104	millimeter								
ffb889d5-852e-4fef-a0d1-259d7b130570	890ca39f-458f-4c50-97af-8f814cae2c07		Length of the specimen								123	millimeter								
b8a5f243-53dd-47d7-adff-2cc27ff02a8b	c152696c-c25f-4a69-99ab-0fc59f945dcc		Length of the specimen								91	millimeter								
cf61fca0-8131-4361-bd48-e621b76113d2	004b1d79-1662-4c08-8617-f4843ebe73b6		Length of the specimen								115	millimeter								
803dbe96-5df7-4eda-b4a5-4c4708db006d	6e2b42a5-5e4e-4ebe-9a2a-8ed2068245e5		Length of the specimen								224	millimeter								
97592f8e-cd7e-4a92-a0c3-6acea7bf9452	fc7627f3-dd0d-48bd-a2a4-a30f4be49c08		Length of the specimen								110	millimeter								
c32a33c8-f36d-4bdc-91d2-659aa0b87c8f	092a8f33-33a1-4fe2-a596-fa315568e04b		Length of the specimen								106	millimeter								
45580857-c21a-4e61-b3db-66e127606cf0	55b62e8b-f86e-4297-a553-3fee2e07d555		Length of the specimen								121	millimeter								
198b0337-7891-48f0-8679-d479b4ef49ab	441f7c16-4439-4d44-a61a-349acf0a0e1a		Length of the specimen								107	millimeter								
fe943f18-5bce-4dbd-b5e0-ad97537103c9	9018f921-61c1-45c7-bb7c-5b05d964d2cb		Length of the specimen								131	millimeter								
6dce0d47-cce1-4cff-abe2-1611e6e90311	4032c3c5-f303-483b-a421-9b41cdc2b9d8		Length of the specimen								121	millimeter								
f4c6e60f-a9ab-488e-9524-efc251bf74f9	efad9dc0-2d97-486b-b3b5-d2b228addf58		Length of the specimen								113	millimeter								
4da51b10-68fd-4f87-aa75-725742c012f6	b198fd5b-b4ca-4c89-8d70-8e234a4e26de		Length of the specimen								105	millimeter								
7a9f8041-3d67-45ea-bd9b-546806f608b6	40bc7053-aafb-41dc-9057-bf0bf6b078e4		Length of the specimen								112	millimeter								
f394b7fb-fa41-423e-929c-ccddd57ab730	a1b4fad5-e51c-4392-a12d-4c6969268199		Length of the specimen								110	millimeter								
4d9f2aef-73ce-4685-bc79-2cbf6ab88087	2c8772e3-5f1c-486d-9b18-ef07ef66bd17		Length of the specimen								112	millimeter								
0be4980f-024a-4fdd-a888-30dfe1d04632	a83198be-1566-4ddc-bf0c-37ac177c430a		Length of the specimen								123	millimeter								
4ae8708f-7c6c-490f-a627-191ac1629902	d2a086e4-acd4-474c-b670-53a75331ac1d		Length of the specimen								120	millimeter								
382219db-1e1f-4214-9292-28399dc06dec	219f16dc-57ce-4245-a64f-fdebb684875d		Length of the specimen								135	millimeter								
f4e62adb-5c02-4ddb-b5a9-541da925dda7	8c2bc202-e88e-44ae-9fca-6e900d5149c5		Length of the specimen								115	millimeter								
ba8a4563-2acb-4ebf-a093-70cd09b939ad	5c8a11de-5270-4e2d-b02d-656d8041e2a8		Length of the specimen								107	millimeter								
e0893bf6-888b-4368-a97b-ff4eb363e4a8	4d5128ed-5177-4f6a-9555-e17b67e23858		Length of the specimen								115	millimeter								
361a6099-8d60-4085-bbff-1b755cc3012a	ee1853ce-85cc-4212-b6c5-4bffc617e949		Length of the specimen								131	millimeter								
ea3bb771-f279-48c0-8b7b-223d64a8dfd8	7c59d602-412c-48ea-ba7d-5bcae4d3a4ee		Length of the specimen								205	millimeter								
85ad5ea3-771a-4c80-b237-438e63a7139c	689acc73-1622-420e-8fe2-5b54dfec8fd6		Length of the specimen								30	millimeter								
b67274fe-2d55-47de-904d-5ecf73107bcc	2b3e3616-77c2-4852-9dd9-d70c4c3215cf		Length of the specimen								29	millimeter								
aaaec2f4-e4fe-4dd6-b0b7-9b06e9e359b2	273b402c-5f3b-404c-ac7a-aae02294fb2e		Length of the specimen								26	millimeter								
5de0c605-820b-4c1f-9251-1393db02f803	67139fd2-a94c-4d6e-96c3-88c02f15bbea		Length of the specimen								200	millimeter								
5d630e6b-e179-4031-b2a9-53a82da41d63	0fb6f1d1-13d6-497b-918c-a75bed6f1275		Length of the specimen								117	millimeter								
e3cb23c9-c70d-4641-b135-a4e349ed8c05	cbf03e97-3b2c-413c-91ea-9de8617b4ee6		Length of the specimen								134	millimeter								
04ed5552-8a77-4cce-aad2-92ff5d0ca49f	c1e21995-160f-42c7-83c3-a2d51220d2b1		Length of the specimen								30	millimeter								
f6f289fc-5864-4780-98a9-9936f20d9926	e8593a6f-f1cc-4f4c-a0c4-6ef93e46268b		Length of the specimen								28	millimeter								
9f517869-f3cf-4bd7-832e-079041917c80	e63e777b-1019-4f2f-b2f0-a8c24d7754f2		Length of the specimen								129	millimeter								
aeb5b6e3-a357-4236-bf37-587845f80c6a	4156caa0-a913-46c7-9949-c980d078a596		Length of the specimen								226	millimeter								
4932bf5c-92bd-4d5b-bf97-34f377a21dd1	d05ab42e-9d93-41a7-a30d-76715d884b61		Length of the specimen								233	millimeter								
3fce92b3-cd5a-4b4c-8832-105597b1663b	01236d07-b824-490a-ab3d-44ce351e237b		Length of the specimen								113	millimeter								
dbe2b509-8d96-40f5-969a-2846460a8ca4	f4246e1b-f3db-4ac9-b34f-7689f0adfa04		Length of the specimen								31	millimeter								
4e6445f1-2590-48cb-89ed-2bf100e7c234	1822c0fe-c15f-4b48-aadf-e606eadb22f2		Length of the specimen								109	millimeter								
b57f8c40-b369-415b-98bf-2747b4dcbbbd	3da6b127-1b9e-4969-9c2d-868e03c10d2b		Length of the specimen								97	millimeter								
094d7df2-2537-49d6-8766-d92229761c42	d75bd81f-bba3-4100-b123-c8980425e42d		Length of the specimen								32	millimeter								
89871497-f881-47a4-aab4-4179b52a85d5	9ce3f657-80d9-4937-a5e9-c1e3c21e48af		Length of the specimen								27	millimeter								
be47c68f-b389-4e82-93c4-2804da256bbf	690fbd17-b1d4-4e0f-ad2e-a575991eaeaf		Length of the specimen								30	millimeter								
5e8939d1-1f81-4eee-aee4-dc59f673ffbc	c0052de7-55b4-42af-ab18-5469dbc6a25e		Length of the specimen								117	millimeter								
d3c1ffbe-acde-4caf-9eb4-0798dbc136dc	9f9fbebf-95e7-4e18-bb1e-6c531b39e79f		Length of the specimen								122	millimeter								
a8623889-0d28-4c72-86ec-c33b7ffe9ac2	07a567c7-c6c5-4fcf-88a0-64c7fbc2dc8e		Length of the specimen								103	millimeter								
5a7b63a6-674b-4a49-be50-9be07f469a5a	73f546d8-865a-4d48-934c-d38b70aa2b79		Length of the specimen								27	millimeter								
9984d8b9-6ca7-462e-8109-6511a80b1629	1e6599c7-9b71-47b2-9cd0-932842cb004a		Length of the specimen								24	millimeter								
608aa5bf-c5f9-4a70-aeac-9f27f549d8c2	50b4edc3-a365-4ac4-8ca4-1b166aaf896a		Length of the specimen								25	millimeter								
b30004c7-8a04-4dfb-b58f-5203a2b98438	4e2d2a96-d9e7-4155-8ce1-5ab015a5cc6d		Length of the specimen								150	millimeter								
49f3974f-c4a6-41c2-8555-2942ef8b3a02	b83cd405-52fb-4ba7-b955-eb2c8d29298e		Length of the specimen								28	millimeter								
fb68a4b5-a6b5-4f57-b801-a50bc6fd6fcc	0b77a648-6cf7-4fa8-9ece-ee28a2b17ca6		Length of the specimen								26	millimeter								
72512239-4f7d-468c-ac95-777dce0e93df	fdf426f1-40db-4253-931a-e03eaaadef54		Length of the specimen								194	millimeter								
f9dc5e0b-e7b8-4239-9734-946c61d028a6	8a4f7827-a9f2-4695-8791-ee613df8babe		Length of the specimen								115	millimeter								
b1f07872-b6f6-4aed-8b41-8eec94abc962	26ba9122-1eeb-4b69-8811-3ea3ea7e308f		Length of the specimen								130	millimeter								
c31b21d6-ddb6-4f17-a0b6-a563fd1c645a	3d428b81-3262-4858-873e-325e4c9666c8		Length of the specimen								127	millimeter								
2fd3cad5-c6da-48e7-8190-a148e64852e2	30ca1da2-780e-4a4c-afbf-41fae54c067a		Length of the specimen								134	millimeter								
dc539a8f-b879-46fa-b4d2-d4805eaae506	49e38fca-40a0-466a-94aa-662a74f17918		Length of the specimen								132	millimeter								
51bec33e-3d5b-4b6d-825c-40b0ef666536	7c9a25e6-b257-4cfd-b203-14a2f7b97176		Length of the specimen								122	millimeter								
4130e49d-c92d-4cc1-8ac3-1d4b6c1bcaac	26a7b673-c6cf-4b76-a798-8f4f12ba0c3b		Length of the specimen								101	millimeter								
b486cd04-c99a-474b-b063-bc9789b2da7d	6acb64cf-3d41-44f3-b17c-8fb5b6e84104		Length of the specimen								106	millimeter								
577bce96-df08-4ddc-96a1-ff074e41179b	82325e40-20cd-47f3-b456-2df65276c567		Length of the specimen								128	millimeter								
