occurrence_id	event_id	survey_target_id	recorded_by	recorded_by_id	organism_quantity	organism_quantity_type	sex	life_stage	reproductive_condition	caste	behavior	vitality	establishment_means	degree_of_establishment	pathway	occurrence_status	occurrence_references	information_withheld	data_generalizations	occurrence_remarks	organism_id	organism_scope	organism_name	organism_remarks	verbatim_identification	taxon_formula	identified_by	identified_by_id	date_identified	identification_references	identification_verification_status	identificationremarks	taxon_id	higher_classification_name	higher_classification_rank	scientific_name	taxon_rank	taxon_remarks
https://inaturalist.org/observations/22854528	de76225a-d315-418a-aac5-2c6efc8983e7		Jenny Hazlehurst	513070									wild			detected						multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/22854569	6a73ef7a-bca0-44f3-bde5-d05240d325c4		Jenny Hazlehurst	513070									wild			detected						multicellular organism			Dipterostemon capitatus capitatus	A								Plantae	kingdom	Dipterostemon capitatus capitatus		
https://inaturalist.org/observations/22868884	8624ee28-f5ba-4253-9b81-f74cf7b51112		Casey H. Richart	34488									wild			detected				BS7.3c		multicellular organism			Emory's rock daisy	A								Plantae	kingdom	Perityle emoryi		
https://inaturalist.org/observations/22868889	62bdf656-ad4f-4b66-9f83-948b2a84691f		Casey H. Richart	34488									wild			detected				BS7.5a		multicellular organism			island morning-glory	A								Plantae	kingdom	Calystegia macrostegia amplissima		
https://inaturalist.org/observations/22868902	2e85c652-32a8-4ac7-bf30-5a45feef3ac4		Casey H. Richart	34488									wild			detected				BS7.5b		multicellular organism			island morning-glory	A								Plantae	kingdom	Calystegia macrostegia amplissima		
https://inaturalist.org/observations/22868908	503e8e48-6f27-4567-b63d-df3c2da84214		Casey H. Richart	34488									wild			detected				BS7.5c		multicellular organism			island morning-glory	A								Plantae	kingdom	Calystegia macrostegia amplissima		
https://inaturalist.org/observations/22868969	dbb6733c-b8b9-460a-960b-a657a81e0ab4		Casey H. Richart	34488									wild			detected				BS5.1a		multicellular organism			san clemente island larkspur	A								Plantae	kingdom	Delphinium variegatum kinkiense		
https://inaturalist.org/observations/22868985	ca0eb5de-1a5a-4f26-bf27-8523609c320a		Casey H. Richart	34488									wild			detected				BS5.1c		multicellular organism			san clemente island larkspur	A								Plantae	kingdom	Delphinium variegatum kinkiense		
https://inaturalist.org/observations/22869000	beaa06e6-8dcf-4d48-963f-958c5c66374e		Casey H. Richart	34488									wild			detected				BS5.2a		multicellular organism			common yarrow	A								Plantae	kingdom	Achillea millefolium		
https://inaturalist.org/observations/22869007	188d8403-2d73-4e5e-9942-05cc4d5c6b72		Casey H. Richart	34488									wild			detected				BS5.2b		multicellular organism			common yarrow	A								Plantae	kingdom	Achillea millefolium		
https://inaturalist.org/observations/22869012	99470073-e54f-498f-aa18-8d06c0c0a669		Casey H. Richart	34488									wild			detected				BS5.2c		multicellular organism			common yarrow	A								Plantae	kingdom	Achillea millefolium		
https://inaturalist.org/observations/22869017	fcfa3598-f55a-498d-bcea-48d8ec427a4b		Casey H. Richart	34488									wild			detected				BS5.2d		multicellular organism			common yarrow	A								Plantae	kingdom	Achillea millefolium		
https://inaturalist.org/observations/22869022	e7321e64-1df2-4301-ab28-ad2f4837aeb5		Casey H. Richart	34488									wild			detected				BS5.6a		multicellular organism			common goldfields	A								Plantae	kingdom	Lasthenia gracilis		
https://inaturalist.org/observations/22869076	38fc851d-fd03-4677-9bf7-4f68bd6e1360		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Bird Hover Fly	A								Animalia	kingdom	Eupeodes volucris		
https://inaturalist.org/observations/22869084	91b47be1-423c-44d0-acb9-09801e6be5f2		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			California brittlebush	A								Plantae	kingdom	Encelia californica		
https://inaturalist.org/observations/22869119	663ac36d-0415-4c7d-853b-0aaea5952daa		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Bird Hover Fly	A								Animalia	kingdom	Eupeodes volucris		
https://inaturalist.org/observations/22869634	0d3693e6-5106-41e9-90ff-9a00756a1adc		Casey H. Richart	34488									wild			detected				BS21.7a		multicellular organism			Island Tarplant	A								Plantae	kingdom	Deinandra clementina		
https://inaturalist.org/observations/22869637	06f41c07-021b-456f-806b-553e3ec1307c		Casey H. Richart	34488									wild			detected				BS21.7b		multicellular organism			Island Tarplant	A								Plantae	kingdom	Deinandra clementina		
https://inaturalist.org/observations/22869748	d140c041-c440-454b-b78e-f82516ce9e4d		Casey H. Richart	34488									wild			detected				BS15.4a-d: 30 min Time-Constrained Search		multicellular organism			Southern island morning-glory	A								Plantae	kingdom	Calystegia macrostegia amplissima		
https://inaturalist.org/observations/22869938	aa937291-c154-443a-a199-d03a09364d6a		Casey H. Richart	34488									wild			detected				BS21.3a		multicellular organism			San Clemente Island bush-mallow	A								Plantae	kingdom	Malacothamnus clementinus		
https://inaturalist.org/observations/22869946	2abb0fdf-e71a-4d43-b16f-79cf4297c57b		Casey H. Richart	34488									wild			detected				BS17.5a		multicellular organism			leafy malacothrix	A								Plantae	kingdom	Malacothrix foliosa foliosa		
https://inaturalist.org/observations/22869956	6f8d36a2-01fa-4ca0-97d7-a9c2feb09151		Casey H. Richart	34488									wild			detected				BS17.5b		multicellular organism			leafy malacothrix	A								Plantae	kingdom	Malacothrix foliosa foliosa		
https://inaturalist.org/observations/22985596	2db0639a-7664-413a-b07a-256220e290c0		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Emory's rock daisy	A								Plantae	kingdom	Perityle emoryi		
https://inaturalist.org/observations/22985599	fe8d9f0b-0c03-401f-a62a-21f70de3609d		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum marginatum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/22985611	f8a7dc31-fe0b-45fe-acee-061c328d44a8		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Emory's rock daisy	A								Plantae	kingdom	Perityle emoryi		
https://inaturalist.org/observations/22985618	81cb3d96-7f4d-48a6-8a58-f3f9a10a769c		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum marginatum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/22985620	8c16cb53-c412-4168-badd-0d2750873bde		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Emory's rock daisy	A								Plantae	kingdom	Perityle emoryi		
https://inaturalist.org/observations/22985623	8fcbcb56-8279-49d3-b0a5-f262b2927c2f		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Bird Hover Fly	A								Animalia	kingdom	Eupeodes volucris		
https://inaturalist.org/observations/22985628	bee9fb99-50a1-4257-b7e7-f569b2912664		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/22985640	3bc37b18-bf85-4f95-8f70-a0e608063aea		Casey H. Richart	34488									wild			detected						multicellular organism			Agapostemon subtilior	A								Animalia	kingdom	Agapostemon subtilior		
https://inaturalist.org/observations/22985653	d19ea59d-15c4-4bfd-afe8-c7ea9a361457		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/22985680	1a8d3e14-d0cb-471a-989d-2eff24b9dc03		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Alfalfa Looper	A								Animalia	kingdom	Autographa californica		
https://inaturalist.org/observations/22985682	9db83cf5-bab3-44ca-a4e0-74ee2b837d8a		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			White-lined Sphinx Moth	A								Animalia	kingdom	Hyles lineata		
https://inaturalist.org/observations/22985687	00070feb-5ac9-4fbd-8bc1-dec13947d011		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			san clemente island larkspur	A								Plantae	kingdom	Delphinium variegatum kinkiense		
https://inaturalist.org/observations/22985696	8334aff5-54fe-4737-9709-de480cfe8338		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Western Aphideater	A								Animalia	kingdom	Eupeodes fumipennis		
https://inaturalist.org/observations/22985720	79fc4e1a-1aac-4a23-b3ec-7373d37b7fd2		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/22985733	2a964391-55ba-4d31-acbc-5a7b857806b1		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/22985742	d7f68910-ed11-4915-b687-2bb69ab09e48		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum marginatum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/22997581	15d67f2e-809c-4fda-9746-5ffa076e79a9		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			San Clemente Island lotus	A								Plantae	kingdom	Acmispon dendroideus traskiae		
https://inaturalist.org/observations/22997604	fa167712-b90a-48e3-845b-519eb03ee021		Casey H. Richart	34488									wild			detected						multicellular organism			California Mountain-Digger Bee	A								Animalia	kingdom	Habropoda depressa		
