id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,field:plant or pollinator?,field:link key? required,field:associated observation,field:interaction->visited flower of,field:interaction->flower visited by
12240678,d8aefedc-9f95-455c-96ce-03b380f7792d,2018/05/06 7:19 PM PDT,2018-05-06,2018-05-07 02:19:00 UTC,Pacific Time (US & Canada),121050,rozhelfand,Rosalind Helfand,2018-05-07 18:58:20 UTC,2020-05-24 02:45:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12240678,https://inaturalist-open-data.s3.amazonaws.com/photos/17593582/medium.jpg,,"",,1,0,false,,"Grand Central, Glendale, CA 91201, USA",34.1603873126,-118.2876684518,2,,,,2,,,false,,,Glendale,Los Angeles,California,United States,California,Los Angeles,Valley Carpenter Bee,Xylocopa sonorina,Valley Carpenter Bee,Insecta,244216,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa sonorina,,,,,,,,,
12242261,bb9d2c43-be39-4ed8-b2be-859aaec2ab8f,2018/05/05 2:56 PM PDT,2018-05-05,2018-05-05 21:56:00 UTC,Pacific Time (US & Canada),121050,rozhelfand,Rosalind Helfand,2018-05-07 19:50:30 UTC,2024-07-09 22:52:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12242261,https://inaturalist-open-data.s3.amazonaws.com/photos/17596625/medium.jpg,,"",,1,0,false,,"Los Angeles County, CA, USA",34.3424929708,-118.5473241152,20,,,,20,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Gray Buckeye,Junonia grisea,Gray Buckeye,Insecta,1021509,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Junoniini,,Junonia,,Junonia grisea,,,,,,,,,
13762822,eba7da9c-d737-4f63-ba9d-78999811423f,2018/04/29 2:45 PM PDT,2018-04-29,2018-04-29 21:45:00 UTC,Pacific Time (US & Canada),121050,rozhelfand,Rosalind Helfand,2018-06-25 04:15:56 UTC,2019-06-09 18:28:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/13762822,https://inaturalist-open-data.s3.amazonaws.com/photos/20290139/medium.jpg,,"",,1,0,false,,"Verdugo Mountains, Glendale, CA, USA",34.1883763078,-118.2747095254,11,,,,11,,,false,,,Glendale,Los Angeles,California,United States,California,Los Angeles,Van Dyke's Bumble Bee,Bombus vandykei,Van Dyke's Bumble Bee,Insecta,125138,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,,Bombus vandykei,,,,,,,,,
15384206,2aefa2d7-8253-43b1-8ee6-8302692c7506,2016-04-26 19:13:53,2016-04-26,2016-04-26 23:13:53 UTC,Eastern Time (US & Canada),109975,dkaposi,David Kaposi,2018-08-13 11:58:58 UTC,2022-11-30 11:48:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15384206,https://inaturalist-open-data.s3.amazonaws.com/photos/3557760/medium.jpg,,"",Gray Hairstreak previously submitted,1,0,false,,"Franklin Canyon Park, Chaparral Trail",34.123536,-118.406245,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,California Buckwheat,Eriogonum fasciculatum,California Buckwheat,Plantae,54999,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Eriogonoideae,,Eriogoneae,,Eriogonum,,Eriogonum fasciculatum,,,,,plant,,https://inaturalist.ca/observations/3069266,,Strymon melinus
16395158,07137364-715a-4f69-bcc0-6cdefd7e808c,2018/09/10 11:01 AM PDT,2018-09-10,2018-09-10 18:01:00 UTC,Pacific Time (US & Canada),121050,rozhelfand,Rosalind Helfand,2018-09-10 18:11:47 UTC,2024-07-09 17:51:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16395158,https://inaturalist-open-data.s3.amazonaws.com/photos/24658812/medium.jpg,,"",,1,0,false,,"Central LA, Los Angeles, CA, USA",34.1067831556,-118.3211667502,2,,,,2,,open,false,,,,Los Angeles,California,United States,California,Los Angeles,Gulf Fritillary,Dione vanillae,Gulf Fritillary,Insecta,49150,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dione,,Dione vanillae,,,,,,,,,
16581786,7bd7a183-9537-46ca-98cf-270aaf4e2aac,2018/09/15 1:42 PM PDT,2018-09-15,2018-09-15 20:42:00 UTC,Pacific Time (US & Canada),121050,rozhelfand,Rosalind Helfand,2018-09-16 08:41:10 UTC,2024-07-10 00:20:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16581786,https://inaturalist-open-data.s3.amazonaws.com/photos/24977634/medium.jpg,,"",At Rose Hills Cemetery.,1,0,false,,"3888 Workman Mill Rd, Whittier, CA 90601, USA",34.0065001,-118.0525757,34,,,,34,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Fiery Skipper,Hylephila phyleus,Fiery Skipper,Insecta,50340,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Hylephila,,Hylephila phyleus,,,,,,,,,
20211337,e4402a96-daca-4f90-a839-71af6ab70606,Fri Feb 08 2019 12:02:44 GMT-0800 (PST),2019-02-08,2019-02-08 20:02:44 UTC,Pacific Time (US & Canada),266196,shrike2,"",2019-02-08 22:21:35 UTC,2024-06-18 22:04:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20211337,https://inaturalist-open-data.s3.amazonaws.com/photos/31206832/medium.jpg,,"",,3,0,false,3,"California, US",32.8400448863,-118.4985449514,5,,,,29039,,obscured,true,,,,Los Angeles,California,United States,California,Los Angeles,San Clemente Island triteleia,Triteleia clementina,San Clemente Island triteleia,Plantae,79449,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,,,Triteleia,,Triteleia clementina,,,,,plant,https://www.inaturalist.org/observations/20211337,https://www.inaturalist.org/observations/20211761,,Trichoplusia ni
20211761,ae00b645-c4ee-44c7-8bcd-2dfeaba98340,Fri Feb 08 2019 12:01:05 GMT-0800 (PST),2019-02-08,2019-02-08 20:01:05 UTC,Pacific Time (US & Canada),266196,shrike2,"",2019-02-08 22:37:45 UTC,2024-06-18 22:04:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20211761,https://inaturalist-open-data.s3.amazonaws.com/photos/31197862/medium.jpg,,"","",1,0,false,3,"California, US",32.8577856766,-118.4069233016,30,,,,30,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Cabbage Looper Moth,Trichoplusia ni,Cabbage Looper Moth,Insecta,202789,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,,Argyrogrammatini,,Trichoplusia,,Trichoplusia ni,,,,,pollinator,https://www.inaturalist.org/observations/20211337,https://www.inaturalist.org/observations/20211337,Triteleia clementina,
21130200,ee4a0d52-8393-48a5-9847-92fce36bb7c8,2019-03-10,2019-03-10,,Pacific Time (US & Canada),1520013,karenksuarez,"",2019-03-11 00:10:15 UTC,2023-11-21 06:50:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21130200,https://inaturalist-open-data.s3.amazonaws.com/photos/32659906/medium.jpg,,"Salvia spathacea, Allen's Hummingbird, Native Yard",On Hummingbird Sage- Salvia spathacea,1,0,false,,Monrovia,34.154122,-117.986027,54,,,,54,,open,false,,,,Los Angeles,California,United States,California,Los Angeles,Allen's Hummingbird,Selasphorus sasin,Allen's Hummingbird,Aves,6359,Animalia,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,Trochilinae,,Mellisugini,,Selasphorus,,Selasphorus sasin,,,,,pollinator,,,,
21230655,6927f1d9-6842-41c2-83f8-417530e3abda,2019-03-04 10:54:43 AM PST,2019-03-04,2019-03-04 18:54:43 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:15:18 UTC,2020-03-31 00:20:58 UTC,research,CC-BY,https://www.inaturalist.org/observations/21230655,https://inaturalist-open-data.s3.amazonaws.com/photos/32820278/medium.jpeg,,"",Beat sheet 1.2,2,0,false,2,"Los Angeles County, US-CA, US",32.8252830505,-118.3654937744,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,island senecio,Senecio lyonii,island senecio,Plantae,79049,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio lyonii,,,,,plant,https://www.inaturalist.org/observations/21230655,,,
21230656,e3633871-c05c-4d5d-92db-326d9a0ff5b1,2019-03-04 10:57:17 AM PST,2019-03-04,2019-03-04 18:57:17 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:15:28 UTC,2019-12-10 05:15:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/21230656,https://inaturalist-open-data.s3.amazonaws.com/photos/32820282/medium.jpeg,,"",Beat sheet 1.3,2,0,false,2,"Los Angeles County, US-CA, US",32.8252372742,-118.3654403687,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,island senecio,Senecio lyonii,island senecio,Plantae,79049,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio lyonii,,,,,plant,https://www.inaturalist.org/observations/21230656,,,
21230791,2317edf0-422c-4e00-83b6-ad596759c749,2019-03-04 2:25:16 PM PST,2019-03-04,2019-03-04 22:25:16 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:20:13 UTC,2020-08-25 00:02:13 UTC,research,CC-BY,https://www.inaturalist.org/observations/21230791,https://inaturalist-open-data.s3.amazonaws.com/photos/32820474/medium.jpeg,,"",Add to pollinators project,1,0,false,2,"Los Angeles County, US-CA, US",32.8253974915,-118.3655471802,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Yellow-spotted Bromeliad Fly,Copestylum avidum,Yellow-spotted Bromeliad Fly,Insecta,424821,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum avidum,,,,,pollinator,https://www.inaturalist.org/observations/21230828,,,
21230828,d1013f3f-ef67-4f0a-a642-ae9f9e5f194d,2019-03-04 2:26:46 PM PST,2019-03-04,2019-03-04 22:26:46 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:22:14 UTC,2020-02-19 22:22:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/21230828,https://inaturalist-open-data.s3.amazonaws.com/photos/32820532/medium.jpeg,,"",Add to pollinators project,1,0,false,2,"Los Angeles County, US-CA, US",32.8253669739,-118.365562439,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,California brittlebush,Encelia californica,California brittlebush,Plantae,64141,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Enceliinae,Encelia,,Encelia californica,,,,,plant,https://www.inaturalist.org/observations/21230828,,,
21230894,f95c9201-8fd6-4460-81e1-b2d7502c6336,2019-03-04 10:56:53 AM PST,2019-03-04,2019-03-04 18:56:53 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:25:18 UTC,2022-01-03 20:35:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/21230894,https://inaturalist-open-data.s3.amazonaws.com/photos/32820607/medium.jpg,,"",Add to pollinators project | from eventID BS-012,2,0,false,2,"Los Angeles County, US-CA, US",32.8251953125,-118.3655395508,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,https://www.inaturalist.org/observations/21230655,,,
21231224,4e01a2c4-4c34-4bce-a93a-3d6841c095bc,2019-03-07 12:49:40 PM PST,2019-03-07,2019-03-07 20:49:40 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:37:42 UTC,2024-02-24 14:10:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/21231224,https://inaturalist-open-data.s3.amazonaws.com/photos/32821116/medium.jpeg,,"","Beat sheet 5.1, add to pollinators project",4,0,false,2,"Los Angeles County, CA, USA",32.9183409415,-118.4907852486,176,,,,176,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Sharp-toothed Sanicle,Sanicula arguta,Sharp-toothed Sanicle,Plantae,78978,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,,Saniculeae,,Sanicula,,Sanicula arguta,,,,,plant,https://www.inaturalist.org/observations/21231224,,,
21231246,bf822000-0a09-42e8-ad2f-8bb0bff30f5e,2019-03-07 12:49:40 PM PST,2019-03-07,2019-03-07 20:49:40 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:38:30 UTC,2020-04-23 18:20:49 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21231246,https://inaturalist-open-data.s3.amazonaws.com/photos/32821132/medium.jpeg,,"","Tipulid, add to pollinators project",1,0,false,2,"Los Angeles County, CA, USA",32.9183907574,-118.4907232225,352,,,,352,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Tipula,Tipula,Common Crane Flies,Insecta,60393,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipuloidea,Tipulidae,Tipulinae,,,,Tipula,,,,,,,pollinator,https://www.inaturalist.org/observations/21231224,,,
21231300,cf675e87-78c2-4801-8176-40db12b8edb4,2019-03-07 1:04:19 PM PST,2019-03-07,2019-03-07 21:04:19 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:41:00 UTC,2024-02-24 14:10:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/21231300,https://inaturalist-open-data.s3.amazonaws.com/photos/32821244/medium.jpeg,,"",Add to pollinators project,4,0,false,2,Site 4,32.9190133139,-118.4909505397,176,,,,176,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Sharp-toothed Sanicle,Sanicula arguta,Sharp-toothed Sanicle,Plantae,78978,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,,Saniculeae,,Sanicula,,Sanicula arguta,,,,,plant,https://www.inaturalist.org/observations/21231300,,,
21231308,ebc9ebc5-f526-4415-9f2a-e53df7ade170,2019-03-07 1:04:19 PM PST,2019-03-07,2019-03-07 21:04:19 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:41:29 UTC,2021-06-01 18:42:37 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21231308,https://inaturalist-open-data.s3.amazonaws.com/photos/32821250/medium.jpg,,"",Add to pollinators project,3,0,false,2,Site 4,32.9186685442,-118.4905384853,352,,,,352,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Diandrena,Andrena,Mining Bees,Insecta,57669,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,,,,,,,pollinator,https://www.inaturalist.org/observations/21231300,,,
21231313,a937ef76-de6f-4779-9bc4-afbca7104c8d,2019-03-07 1:32:38 PM PST,2019-03-07,2019-03-07 21:32:38 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-14 15:41:56 UTC,2020-10-09 15:03:48 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21231313,https://inaturalist-open-data.s3.amazonaws.com/photos/32821261/medium.jpg,,"",Add to pollinators project,1,0,false,2,"Los Angeles County, CA, USA",32.9188655556,-118.490405716,176,,,,176,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Empidinae,Empidinae,,Insecta,349059,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Empididae,Empidinae,,,,,,,,,,,pollinator,https://www.inaturalist.org/observations/21231300,,,
